@relation 'MultiLabelData-weka.filters.unsupervised.attribute.Remove-V-R61,88,84,96,79,23,97,62,87,57,60,24,104-117'

@attribute Att61 numeric
@attribute Att88 numeric
@attribute Att84 numeric
@attribute Att96 numeric
@attribute Att79 numeric
@attribute Att23 numeric
@attribute Att97 numeric
@attribute Att62 numeric
@attribute Att87 numeric
@attribute Att57 numeric
@attribute Att60 numeric
@attribute Att24 numeric
@attribute Class1 {0,1}
@attribute Class2 {0,1}
@attribute Class3 {0,1}
@attribute Class4 {0,1}
@attribute Class5 {0,1}
@attribute Class6 {0,1}
@attribute Class7 {0,1}
@attribute Class8 {0,1}
@attribute Class9 {0,1}
@attribute Class10 {0,1}
@attribute Class11 {0,1}
@attribute Class12 {0,1}
@attribute Class13 {0,1}
@attribute Class14 {0,1}

@data
0.0169,0.089741,0.075861,-0.091033,0.159719,-0.051371,-0.104762,0.189574,0.067893,0.072495,0.013446,-0.104983,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.036607,0.070517,0.023652,-0.053725,-0.007948,0.063383,-0.057065,-0.062772,-0.054113,-0.049131,-0.060888,0.006875,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.04198,0.092398,0.07145,0.069977,-0.020939,-0.020049,-0.105135,-0.025828,0.070284,-0.031842,0.067213,0.02996,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.132177,-0.034864,-0.067025,-0.024624,-0.059462,0.043031,-0.028518,-0.170264,0.004801,0.054715,-0.24911,0.050219,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.153119,-0.030305,-0.05642,-0.012313,-0.102653,-0.094484,-0.016107,0.050519,-0.001994,-0.050901,0.210298,0.024019,0,1,1,0,1,1,1,1,0,1,1,1,1,0
0.065965,-0.031858,-0.043732,-0.001184,0.162904,0.174065,-0.009378,0.049671,0.009603,-0.161551,0.064912,0.197847,1,1,0,0,0,1,1,1,0,0,1,1,1,0
0.011836,0.101897,0.096115,0.040008,0.01197,-0.01675,-0.104842,-0.023212,0.119273,0.002046,-0.041121,-0.04555,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.072438,-0.065296,-0.106667,-0.128634,0.008148,0.008758,0.20306,0.073238,-0.140131,-0.0093,0.043355,0.094537,0,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.201311,-0.065641,-0.07629,-0.02164,-0.200355,0.18542,0.168952,-0.122771,-0.047746,-0.243777,-0.040715,0.197759,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.037729,0.054283,-0.091281,-0.061585,0.029647,-0.082134,-0.060033,-0.049054,-0.062848,-0.064171,0.00959,0.056146,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.080127,-0.076792,-0.060549,-0.069668,0.017155,-0.000392,-0.03168,0.09125,-0.065792,0.013117,0.051743,0.076075,0,1,1,1,0,0,0,0,0,0,0,1,1,0
0.072035,-0.029046,-0.039318,-0.014818,-0.052118,-0.02115,-0.017992,0.010995,-0.007583,0.07013,0.03772,-0.007367,0,0,0,0,1,1,0,1,1,0,0,1,1,0
0.133636,-0.01319,-0.08139,0.01893,0.006645,-0.135981,0.152006,0.053945,-0.079554,0.019982,0.073181,-0.133113,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.111241,-0.016694,-0.025254,-0.037156,-0.065962,-0.053722,-0.041162,-0.195845,-0.031896,0.17392,-0.086458,-0.023136,0,0,0,0,1,1,0,0,0,0,0,0,0,0
-0.290765,-0.026934,-0.038286,-0.018108,-0.156429,0.139863,-0.022113,-0.161789,-0.000582,-0.192818,-0.116923,0.203592,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.05833,-0.077401,-0.086235,-0.069179,0.06935,-0.007245,-0.054865,-0.0563,-0.053081,-0.121341,0.038612,-0.021117,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.243966,0.006326,-0.003952,-0.045338,-0.153267,0.138422,0.090324,-0.203111,0.044742,-0.162301,-0.09101,0.072582,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.160107,-0.047077,-0.064134,0.023544,-0.231323,0.049171,0.08851,-0.038442,-0.033427,-0.020729,0.126034,0.087567,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.001998,-0.077202,-0.046346,-0.07994,0.071662,-0.065794,-0.039323,-0.04293,-0.061821,-0.150252,0.049707,-0.052505,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.227661,-0.017189,0.12495,0.149718,0.136599,-0.13728,-0.122218,0.086148,-0.001078,-0.002325,0.288012,-0.09619,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0.101211,-0.038815,-0.031533,-0.024165,0.040437,0.077935,-0.02623,0.101738,-0.017476,0.075916,0.133906,0.085908,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.070437,-0.048329,-0.072444,0.048754,-0.103448,0.10691,-0.017785,0.029673,-0.012094,-0.053838,-0.135627,0.068953,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.095509,0.081541,0.074193,0.018197,-0.036928,0.096652,-0.036094,0.017891,-0.028271,-0.011101,0.022895,0.041474,0,0,0,0,0,1,1,0,0,0,1,1,1,0
-0.02614,-0.109222,-0.025107,-0.204729,0.015125,-0.047139,0.177262,-0.000811,-0.253898,0.15446,0.022359,-0.013994,0,1,1,0,0,0,1,1,0,0,0,1,1,0
-0.045926,-0.100863,-0.131582,-0.065458,0.025616,0.103643,0.198798,-0.009653,0.072919,-0.07664,-0.016485,0.077947,0,0,0,0,0,1,1,0,0,0,1,1,0,0
-0.150862,-0.028856,-0.051935,-0.013156,-0.001207,-0.049458,-0.016537,-0.175612,-0.004899,0.049495,-0.06435,-0.032529,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.084993,0.149998,-0.054869,-0.014468,-0.139019,-0.003015,-0.100062,-0.074536,0.151283,0.001225,-0.014463,-0.00267,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0.079196,-0.082247,-0.107076,-0.040054,-0.070168,0.009414,0.159443,0.085084,-0.088329,-0.002299,0.042041,-0.028798,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.012608,0.015682,0.056719,-0.051567,-0.055045,0.125527,0.03879,-0.065175,-0.022579,0.147314,-0.099439,0.127324,1,1,0,0,1,1,0,0,0,0,0,0,0,0
0.035675,-0.037267,-0.058712,-0.021782,-0.090005,-0.227221,0.004352,0.092733,-0.017835,-0.063845,0.117754,-0.142437,0,0,0,0,0,1,1,1,0,0,1,1,1,0
-0.067646,-0.035629,-0.058945,0.042721,-0.03348,-0.124249,-0.024681,-0.063728,-0.014442,-0.050011,-0.080226,-0.035231,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.056467,0.104375,0.10411,0.101583,-0.131197,0.117517,-0.139048,0.055127,0.018793,-0.219202,-0.120504,0.085667,0,0,1,1,1,1,0,0,0,0,0,1,1,0
-0.026991,-0.020593,-0.020551,-0.069109,-0.00496,0.08407,0.004227,-0.086187,0.169479,-0.046414,-0.070749,0.031468,0,0,1,1,0,0,1,1,0,0,0,1,1,0
0.068463,-0.007038,-0.031872,-0.062639,-0.008158,-0.083112,0.073931,0.111666,-0.064279,0.046427,0.038525,-0.105503,1,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.049851,-0.081921,-0.020296,-0.115035,0.029051,-0.052436,0.204698,-0.002423,0.038099,0.085477,-0.038668,-0.043246,1,1,1,1,0,0,0,0,0,0,0,1,1,0
-0.07569,-0.029669,-0.051029,-0.012925,0.021005,-0.066275,-0.011776,-0.080773,-0.000527,-0.087225,-0.006483,-0.060993,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0.160694,-0.047805,-0.072831,-0.028154,-0.186679,-0.102795,-0.033974,0.064049,-0.029892,-0.008148,0.122918,-0.043766,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0.109637,-0.018523,-0.061743,-0.007051,-0.036447,-0.056976,-0.028523,-0.067627,-0.007641,0.011824,0.08947,0.041392,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.004465,0.25287,-0.0243,0.016242,-0.09982,-0.015706,0.044247,-0.05016,0.022376,-0.060603,0.082108,-0.030032,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.005462,0.089492,0.033636,0.03763,0.021567,0.008062,-0.119635,0.008293,0.069334,-0.089746,-0.009037,0.000611,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.047914,-0.0788,-0.078746,-0.074153,-0.122325,0.122835,-0.077833,-0.112383,-0.017951,0.022449,-0.129072,0.042743,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.046252,0.213877,-0.014197,-0.082407,-0.038839,0.09234,0.036213,-0.167143,0.290513,0.147936,0.010014,0.110278,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.028274,0.034739,0.067439,0.069983,0.084721,0.020455,0.117953,0.07488,0.093117,-0.089824,-0.00351,0.183378,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.078657,0.194596,-0.057519,-0.046533,0.029277,-0.026462,-0.050145,0.13398,-0.041722,0.031574,-0.014541,-0.047712,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.052574,-0.055955,-0.020852,-0.086253,0.057486,-0.098524,-0.02993,0.084534,-0.090466,0.100311,-0.004409,-0.039753,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.019683,-0.047086,-0.04311,-0.030178,0.0917,-0.02794,-0.080901,0.055099,-0.020417,-0.244799,0.095858,-0.154443,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.052963,-0.060265,-0.101291,0.03766,-0.076349,-0.130436,0.162045,-0.053646,-0.071196,0.095743,0.010261,-0.112077,0,1,1,0,1,1,0,0,0,1,1,1,1,0
0.148578,-0.006091,-0.061451,-0.026381,-0.004123,-0.087436,-0.015679,-0.026187,0.000835,0.001351,0.029963,-0.076044,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.138239,-0.098479,-0.08619,-0.072333,0.156812,-0.089386,0.137733,0.180881,-0.063448,-0.028894,0.112746,-0.095918,0,1,1,0,0,0,0,0,0,1,1,1,1,0
0.008267,-0.025542,-0.058953,-0.015274,0.007922,-0.05411,-0.017178,-0.011068,0.001012,0.17472,0.063465,0.103363,0,1,1,0,1,1,0,0,0,1,1,1,1,0
0.103806,-0.010476,-0.053441,-0.004682,-0.090326,0.115602,-0.020293,0.169676,-0.00811,0.01727,0.085891,-0.019032,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0.108016,-0.010267,0.023918,0.081982,0.064953,0.001144,-0.072741,0.061432,0.123801,-0.088901,0.103793,-0.079922,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0.021648,-0.032962,-0.058212,-0.019739,0.019311,0.035933,-0.023589,-0.021611,0.002905,0.008345,0.112789,0.045171,1,1,1,0,0,0,0,1,1,0,0,0,0,0
0.080778,-0.028809,-0.057583,-0.02188,0.094232,-0.03321,-0.025181,0.045037,0.018051,0.030278,0.015205,-0.116181,0,0,1,1,0,0,0,0,0,0,1,1,1,0
0.051611,0.052875,0.165831,-0.076236,0.141601,-0.077393,-0.056387,0.123347,-0.07884,0.174244,0.063268,-0.063416,0,1,1,0,0,0,0,1,1,0,0,1,1,0
0.126485,0.097026,0.039084,-0.088956,0.031322,-0.064765,-0.046989,0.052629,0.150703,-0.048793,0.054452,-0.087292,0,0,0,0,0,1,1,1,0,0,1,1,1,0
0.095356,0.051683,-0.077003,-0.06984,0.011452,-0.104691,-0.050243,0.14844,0.094526,0.047577,0.054565,-0.236446,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0.089953,-0.043827,-0.025022,0.04105,0.252928,-0.012221,-0.070895,0.046159,0.112463,-0.080945,0.083084,-0.090255,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.111479,0.384001,-0.052994,-0.020842,0.158985,-0.135012,-0.026056,0.04816,-0.017024,0.015155,0.208449,-0.094059,0,0,0,0,0,0,0,0,0,1,1,1,1,0
-0.218177,-0.060731,-0.089899,-0.04637,-0.136097,0.159131,0.106448,-0.164941,-0.041756,-0.19115,-0.14046,0.096409,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.093957,-0.132725,0.19081,-0.13006,0.014301,-0.086388,-0.029789,0.046543,-0.02378,0.194659,0.010229,-0.129307,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.008363,-0.037152,0.076557,-0.089085,-0.141809,0.104358,-0.072313,0.054863,-0.062984,0.002947,0.04343,0.117026,1,1,1,1,0,0,0,0,0,0,0,1,1,0
0.118879,-0.082857,0.256574,0.19663,0.138126,0.038012,-0.07727,0.147088,-0.023125,-0.057347,0.197947,0.018392,1,1,0,0,1,1,0,0,0,0,0,1,1,0
-0.110871,0.002113,0.191629,-0.088419,0.02948,0.025654,-0.0927,-0.131152,-0.084826,0.038898,-0.065689,0.005083,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-0.088678,-0.024307,-0.052948,-0.003662,-0.053999,-0.140069,0.004883,-0.100545,0.007856,0.129379,-0.037922,0.036917,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.01165,0.032716,-0.027712,-0.051047,0.040939,-0.034451,-0.054565,-0.139259,-0.050295,-0.065502,-0.037841,-0.03257,1,1,0,1,1,0,0,0,0,0,0,1,1,0
0.004303,0.129096,0.168215,0.180917,0.074235,-0.032548,-0.09679,0.025968,0.213441,0.269705,0.025199,-0.074233,1,0,0,0,0,1,1,1,0,0,0,1,1,0
0.001107,-0.026701,-0.053522,-0.014877,-0.210535,-0.140615,-0.015524,0.019596,-0.00692,0.122231,0.034625,-0.043876,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.09819,-0.044415,0.003899,0.084031,-0.017749,-0.022456,-0.090733,0.084102,-0.080964,0.085913,0.031505,-0.074895,1,1,1,1,0,0,0,0,0,0,0,1,1,0
0.00677,-0.102988,-0.017215,-0.099922,0.102929,-0.067207,0.078938,-0.022823,-0.106643,-0.056793,-0.0207,-0.079196,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.019719,0.01013,0.017465,0.547134,-0.104274,0.081895,0.04921,-0.012639,0.061513,-0.128334,0.057017,0.059113,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.133941,-0.087046,-0.074434,-0.087468,-0.096922,0.214854,0.261156,-0.121611,-0.089954,-0.195898,-0.274198,0.189541,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.25725,0.066588,0.117025,0.054695,-0.124418,0.035608,-0.15109,-0.134221,0.110309,-0.041141,-0.043716,0.055685,1,1,0,1,1,0,0,0,0,0,0,1,1,0
0.106378,0.053383,0.071899,0.108513,0.042437,0.001393,-0.100616,0.047382,0.019995,-0.040854,-0.084033,-0.13755,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.167217,-0.047815,-0.068884,-0.056727,-0.076663,0.110145,0.368415,-0.07755,-0.041205,-0.073682,-0.180299,0.123587,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.053935,0.192476,0.033776,-0.064853,0.056603,-0.014839,-0.069011,0.101798,-0.06491,-0.006837,-0.062818,0.029134,0,1,1,0,0,0,0,0,0,1,1,1,1,0
-0.123182,-0.010345,-0.04925,-0.023673,-0.053351,0.152525,0.002629,-0.133682,0.015841,-0.209554,-0.245172,0.169046,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.147233,0.170362,0.226505,0.254702,0.236727,-0.178039,-0.028389,0.161273,-0.041617,0.049226,0.152397,-0.173578,1,1,0,0,0,0,0,0,0,1,1,1,1,0
-0.141521,-0.041804,-0.056264,-0.0267,-0.164411,0.092372,-0.00046,0.014825,-0.023692,-0.024693,-0.075883,0.17717,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.077676,-0.043134,0.171414,-0.032157,0.054264,-0.116871,-0.119604,0.053028,0.29801,-0.082678,0.144841,-0.088992,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.000369,0.12305,0.013197,-0.019776,-0.128303,0.131558,-0.07564,-0.015448,0.227283,-0.132747,-0.032326,0.081338,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.031934,-0.052198,-0.012776,0.034559,0.021217,0.032417,0.090527,-0.017175,0.115927,-0.122586,-0.041872,0.062098,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.041198,-0.11603,0.0821,0.14477,0.034217,-0.029442,-0.118202,0.004343,-0.121525,-0.197425,0.026251,-0.067812,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.036739,0.027254,-0.082482,-0.063687,-0.00311,0.083134,0.200062,-0.002672,-0.06495,0.158875,-0.05643,0.111725,0,1,1,0,0,0,0,0,0,1,1,1,1,0
0.004699,-0.049212,0.271089,0.088653,0.082273,-0.098954,-0.035674,0.040617,0.034173,0.14734,0.053841,-0.15263,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.041261,-0.022834,-0.043335,-0.015506,-0.056337,-0.067419,-0.017672,-0.033232,-0.00834,0.129228,0.070174,-0.187161,0,0,0,0,1,1,1,1,0,0,0,1,1,0
-0.091729,-0.096765,-0.093401,0.040144,-0.009497,-0.029519,-0.041371,0.159786,-0.168583,0.04444,0.043176,0.009161,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.026079,-0.059423,0.032003,-0.122616,0.022583,0.017905,-0.072122,0.058728,-0.09113,-0.059599,0.191223,0.006478,0,1,1,0,0,0,1,1,0,0,0,1,1,0
-0.161483,-0.064165,-0.074756,-0.095266,-0.164159,0.120576,0.244367,-0.12228,-0.039267,-0.17432,-0.039721,0.132327,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.038454,-0.048202,0.006241,-0.06493,0.079855,-0.152957,-0.026911,-0.169095,-0.064623,-0.016281,-0.005208,-0.051438,0,1,1,0,0,0,1,1,0,0,0,1,1,0
-0.194468,0.059041,0.047728,0.066077,-0.098622,0.123498,-0.219918,-0.080273,0.102385,-0.157017,-0.050891,0.101474,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.166502,-0.042774,-0.01484,-0.025337,-0.06902,0.0162,-0.029501,0.125167,-0.017084,-0.102901,0.159191,0.085453,0,0,1,1,0,0,1,1,0,0,0,1,1,0
-0.163097,-0.048251,0.010955,0.022131,-0.109986,0.069258,0.140995,-0.15403,0.021633,-0.099052,-0.054919,0.120796,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.031834,0.00961,0.23747,-0.056588,-0.003411,-0.022302,0.018005,0.023861,0.503236,0.054596,0.038181,-0.017261,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009047,-0.03939,-0.120661,0.177304,0.138939,0.024394,-0.083669,-0.015886,0.106395,-0.053415,0.084185,-0.002974,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.021083,0.066669,-0.031302,-0.051257,0.029062,-0.025065,-0.107439,-0.023212,-0.101246,-0.05228,0.111186,0.084043,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.000349,0.077929,0.058917,0.059763,0.104936,-0.037607,-0.183812,-0.059316,0.047598,-0.072597,-0.060284,-0.151584,0,0,0,1,1,0,0,0,0,0,0,1,1,0
0.036385,-0.029255,-0.041973,-0.012426,-0.01014,0.000369,0.001983,0.105923,-0.013137,0.042484,0.048654,0.126606,0,1,1,1,0,0,0,0,0,0,0,1,1,0
0.222593,0.044654,0.012044,0.035133,0.172039,-0.162767,-0.176308,0.129957,0.082971,0.061537,0.245889,-0.222468,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.023208,-0.06439,-0.08355,-0.060447,-0.06147,0.035163,0.143481,0.062098,-0.050837,-0.132505,0.018678,-0.091617,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.078304,0.141167,0.274418,-0.030446,0.072513,-0.101445,0.21661,0.108425,-0.029347,0.10676,0.027581,-0.035862,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.047066,0.008515,-0.069424,-0.034763,-0.008831,-0.073012,-0.000516,0.183132,-0.035142,-0.039109,0.201789,-0.24509,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.087329,-0.062258,-0.043759,-0.053449,-0.062466,0.103424,-0.057103,0.054632,-0.052759,-0.023956,-0.061142,0.082747,0,1,1,1,0,0,1,1,0,0,0,1,1,0
0.015558,-0.034961,-0.059061,-0.019658,0.000169,-0.003266,-0.008632,-0.042259,-0.012193,0.109833,-0.085309,0.001738,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.134116,0.020867,-0.086322,-0.019621,0.003809,0.011588,-0.055789,0.169073,-0.018362,0.007612,0.108324,0.033819,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.029824,-0.064328,0.06955,-0.084234,-0.020383,0.046821,-0.088237,0.002296,-0.088868,0.088171,-0.043138,0.077517,0,0,1,1,0,0,0,0,0,0,0,1,1,0
0.039781,-0.033078,-0.055948,-0.018533,-0.094346,-0.068989,-0.005373,-0.131149,-0.011426,0.115,0.006395,0.128359,0,1,1,0,0,0,0,0,0,1,1,0,0,0
0.028331,-0.072438,-0.103186,-0.065239,-0.057122,-0.090833,0.190248,-0.073171,-0.061998,0.141683,-0.04274,-0.030714,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.010099,-0.036992,-0.058408,0.054942,0.023304,0.049973,-0.027923,0.114449,-0.011556,0.017214,0.057495,-0.11231,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0.192078,0.456221,-0.064439,-0.026179,0.149825,-0.079734,-0.029769,0.092821,-0.019977,0.154536,0.189613,-0.144007,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.240499,-0.054188,-0.073505,-0.046672,-0.13233,0.103214,0.151754,-0.14918,-0.027873,-0.134484,-0.122543,0.185847,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.015459,-0.032564,-0.037957,0.034621,0.101976,-0.072617,-0.005404,-0.050477,-0.012563,-0.067518,0.032485,-0.095892,1,1,0,0,0,0,0,0,0,0,0,1,1,0
0.011812,-0.149198,-0.035798,-0.193328,-0.04666,0.067854,0.114786,-0.060675,-0.053348,0.012676,-0.072121,0.040118,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.18378,-0.035714,-0.047264,-0.01687,-0.0039,-0.100018,-0.014593,0.062247,-0.007052,-0.038319,0.162021,-0.115177,0,1,1,0,0,0,0,0,0,0,0,1,1,0
0.033853,-0.104352,-0.024613,-0.144354,-0.110521,-0.074429,0.093773,-0.013202,-0.130761,-0.072041,-0.001796,-0.078023,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.082985,-0.052825,-0.054588,-0.220268,0.027304,-0.021308,0.024358,0.219361,-0.057077,0.000006,0.138987,0.015872,0,1,1,0,0,0,1,1,0,0,0,1,1,0
0.083831,-0.022287,-0.015989,0.094785,-0.077627,-0.092414,-0.072736,0.106273,0.095769,-0.069243,0.115723,-0.116704,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.018573,-0.052708,-0.10188,-0.052116,0.044757,-0.144854,0.22432,0.035365,-0.068266,0.148566,-0.031649,-0.075821,0,1,1,0,1,1,0,0,0,1,1,1,1,0
-0.022301,0.400132,0.020905,0.050917,-0.089431,0.133172,0.046244,-0.106986,-0.051535,-0.137569,-0.073774,0.127594,1,0,0,0,0,0,0,0,0,0,0,1,1,0
-0.061282,0.313614,0.115809,-0.065848,-0.101489,0.044429,0.072888,-0.04046,-0.069508,-0.058187,-0.041503,0.193762,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.145007,-0.054911,-0.070287,0.251236,-0.167559,0.143054,-0.039241,-0.131497,0.233365,-0.182498,-0.233136,0.166543,0,0,1,1,0,0,0,0,0,0,0,1,1,0
-0.053725,-0.063084,-0.09028,-0.054412,-0.080702,0.073731,0.148896,-0.131697,-0.047192,-0.059634,-0.056806,0.178338,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.285726,-0.032435,-0.058472,-0.014696,-0.140314,0.093503,-0.01851,-0.279495,-0.005352,-0.082517,-0.286696,0.144856,0,1,1,1,1,0,0,0,0,0,0,1,1,0
0.045352,-0.094619,-0.05642,-0.088838,-0.054318,-0.076086,-0.06924,0.09291,-0.092987,0.127214,0.059964,0.011042,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.116488,-0.020565,-0.039254,0.001444,0.149268,-0.200432,-0.014754,0.031887,0.008388,-0.017584,0.136669,-0.180067,0,0,0,0,1,1,0,0,0,0,0,1,1,0
-0.037067,-0.092483,0.021986,-0.003249,-0.032163,-0.082369,-0.090886,0.011396,0.026151,0.119625,-0.012552,-0.005928,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.000849,-0.015708,-0.058394,-0.024585,-0.087443,0.203772,-0.014012,0.002718,-0.019318,0.058939,-0.027652,0.11083,0,0,1,1,1,1,0,0,0,0,0,0,0,0
-0.029538,-0.095394,0.203438,-0.141989,0.174941,0.031912,-0.117011,-0.108449,-0.153805,-0.126785,0.043484,0.002138,1,1,0,0,0,1,1,1,0,0,1,1,1,0
-0.042115,0.101887,0.096098,0.138505,-0.041548,-0.014944,0.008538,-0.031732,0.110326,-0.09608,0.002901,0.002921,1,1,0,0,0,0,0,0,0,0,0,1,1,0
-0.25248,-0.064978,-0.092611,-0.07595,-0.143635,0.142218,0.213389,-0.17994,-0.071943,-0.15594,-0.153676,0.107909,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.024334,-0.043448,-0.05376,0.002926,-0.023608,-0.000818,-0.009661,-0.098316,-0.05745,-0.07523,-0.029294,0.099339,1,1,1,1,0,0,0,0,0,1,1,1,1,0
0.029676,-0.012481,0.063288,-0.16023,0.026602,-0.004702,-0.039808,0.031355,-0.175638,-0.079284,-0.107815,-0.056382,1,1,0,1,1,0,0,0,0,0,0,1,1,0
-0.052169,-0.029221,-0.019047,-0.015446,0.008434,-0.181292,-0.011913,-0.168902,-0.008534,0.081765,0.068504,-0.222942,0,0,0,0,0,0,1,1,0,0,0,1,1,0
0.028137,-0.064042,-0.077564,-0.055984,-0.122584,0.063968,0.223283,-0.141351,-0.05495,-0.104264,-0.075493,0.038084,0,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.009359,-0.134232,0.016916,-0.002564,-0.115693,0.157566,0.074463,-0.056117,-0.145054,-0.059427,-0.057143,0.142164,1,1,1,0,1,1,0,1,1,0,0,1,1,0
0.008927,0.09569,0.074234,0.090533,0.000792,-0.019598,-0.057291,0.113281,0.160804,-0.075075,0.043742,-0.035151,1,1,0,0,1,1,0,0,0,0,0,1,1,0
-0.2138,-0.022084,-0.068777,-0.019568,-0.126779,0.172999,-0.022765,-0.162719,0.004535,-0.223641,-0.149213,0.190973,0,0,0,1,1,0,0,0,0,0,0,1,1,0
-0.105537,-0.020483,-0.04979,-0.011806,-0.208928,-0.020434,-0.017949,-0.12444,-0.002766,0.071429,-0.045199,-0.045758,0,0,0,0,1,1,1,1,1,0,0,1,1,0
0.012891,-0.071027,-0.060725,-0.005052,-0.098532,-0.067757,-0.065741,0.037623,-0.061362,-0.044085,0.150831,-0.025153,1,1,1,1,0,0,0,0,0,0,0,1,1,0
0.096377,0.002509,-0.007146,0.031243,0.009803,-0.084887,-0.065293,0.098613,0.005678,0.101389,0.093525,-0.064687,1,1,0,0,1,1,0,0,0,0,0,1,1,0
0.056045,-0.061991,-0.084455,-0.054367,0.111735,-0.14668,-0.057838,0.178523,-0.054464,0.113278,0.024942,-0.213263,0,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.036399,-0.10217,-0.039917,-0.016249,0.045428,-0.011293,0.245213,0.036512,-0.10158,0.040935,-0.09122,-0.102303,0,1,1,0,0,0,0,0,0,0,0,1,1,0
-0.098678,-0.040483,-0.066033,-0.026546,-0.046469,0.276691,-0.02295,-0.04812,-0.018363,-0.219455,-0.268397,0.189827,0,0,1,1,0,0,0,0,0,0,0,1,1,0
